# ADU, ADU Uncertainty, Sky ADU
1.020646770443611739e-01,1.767020483883591453e+00,2.285283715370775894e+02
1.240445827829442377e-01,1.767447875407452962e+00,2.284264306894368417e+02
1.414193581544654910e-01,1.767912735722265039e+00,2.283892298969364276e+02
1.250383377820526998e-01,1.767619255488404484e+00,2.284673873221475446e+02
1.396118455552112503e-01,1.768556798345544800e+00,2.285648507217677263e+02
1.182838146936687485e-01,1.766671977699799223e+00,2.282932972640247158e+02
1.735064549728014549e-01,1.769500552518530112e+00,2.284986264077112139e+02
1.405080391170865084e-01,1.768393311013969793e+00,2.285220980823471848e+02
1.689403996982030975e-01,1.769475201484029148e+00,2.285337174848842210e+02
2.111878607601603286e-01,1.770345022915920552e+00,2.283567233788342037e+02
1.781131672876908323e-01,1.769214880936629708e+00,2.283830512514947770e+02
1.770710004205403310e-01,1.768757364540773480e+00,2.282673352654802841e+02
1.237545866747830348e-01,1.767906543660568985e+00,2.285497671782185876e+02
1.749366474206300037e-01,1.768719001683453085e+00,2.282749308745235624e+02
1.952779392779956380e-01,1.769978301273588794e+00,2.284185540544112314e+02
1.510273672685830126e-01,1.768656812647287691e+00,2.284930932702509097e+02
2.349593670491037789e-01,1.771705699625399255e+00,2.284848648758748197e+02
2.179806938696766394e-01,1.770813348430881007e+00,2.284176881716096545e+02
1.974265483357292850e-01,1.770222820896324434e+00,2.284601616843162333e+02
2.653070527719790239e-01,1.772214856978929332e+00,2.283388395249486109e+02
2.272472684824708711e-01,1.771049689673384719e+00,2.283987047003353439e+02
2.283221601011414525e-01,1.771870968873024532e+00,2.285859844040972746e+02
2.790011053642678651e-01,1.772839105769435708e+00,2.283600327649136261e+02
2.662323567763452692e-01,1.772451396984173533e+00,2.283863608862738772e+02
3.236491112096043787e-01,1.773631429421897554e+00,2.281366896521057583e+02
2.437555867853364588e-01,1.772104319996425037e+00,2.285100136302544342e+02
2.289942105866585031e-01,1.771287350611116418e+00,2.284350625069663749e+02
3.114183338191159889e-01,1.774574142373313235e+00,2.285100184753179065e+02
2.406040910485960638e-01,1.771597976908175331e+00,2.283992728023128507e+02
2.354935280679098242e-01,1.771643520379568848e+00,2.284704005658377355e+02
2.921896242691518486e-01,1.773237641776719054e+00,2.283567435073201466e+02
2.907792579613057704e-01,1.773557203133291793e+00,2.284366603565106004e+02
3.069249560616700290e-01,1.774046081599431224e+00,2.284160208103748744e+02
2.843078136178111559e-01,1.773276823536148239e+00,2.284380879959486776e+02
3.130695326690797198e-01,1.774412940146060436e+00,2.284587030684052422e+02
4.077229905699279455e-01,1.777770377004014746e+00,2.284288358481081502e+02
3.261530992005284846e-01,1.774947924990205150e+00,2.284696274660471715e+02
3.570990028004270012e-01,1.776687032493108553e+00,2.286229193595777076e+02
3.813485182706985444e-01,1.776461197108475609e+00,2.283584068619486231e+02
4.013503749389066289e-01,1.777577060734803815e+00,2.284522804410202070e+02
4.300577268236105977e-01,1.778606117264530884e+00,2.284472472529771494e+02
4.399264260675099791e-01,1.778707412424019640e+00,2.283703104740023377e+02
4.696776437688045536e-01,1.779691996875893523e+00,2.283578216667339404e+02
4.097853093372303412e-01,1.778155849551449563e+00,2.285234881064018566e+02
4.058894956516603258e-01,1.777659715691554787e+00,2.284253669629067645e+02
4.495095889372410780e-01,1.779156145790421029e+00,2.284032521799128688e+02
4.255300638914494282e-01,1.779009871686419553e+00,2.285913367505593499e+02
4.826747895082615925e-01,1.780797371166751297e+00,2.285209285803516650e+02
5.147443088601502126e-01,1.781758035932031525e+00,2.284759668305232481e+02
4.797220263220498548e-01,1.780921923454696909e+00,2.285887404843201978e+02
5.114974748679597116e-01,1.781328183251575270e+00,2.283891206183460270e+02
5.197136032382498882e-01,1.782185738537625408e+00,2.285301049287751596e+02
5.811434068526769581e-01,1.784230774645171325e+00,2.284857190916679031e+02
6.017419862255412033e-01,1.785312352561770455e+00,2.285852029031603934e+02
5.918395696811293849e-01,1.784836447645167912e+00,2.285481778999164817e+02
6.294202588694431943e-01,1.785908201367404580e+00,2.284820101316740875e+02
6.353118750010134930e-01,1.786349571779639378e+00,2.285390504707227421e+02
6.845476144807596253e-01,1.788660531029284684e+00,2.286843395651364972e+02
6.731594961923170750e-01,1.787325425429656001e+00,2.284397719674137477e+02
6.955995030106792987e-01,1.788131917352599132e+00,2.284418099298362677e+02
6.446009939461834204e-01,1.786570835795707968e+00,2.285080015086686842e+02
7.381059179919673419e-01,1.790264980520480886e+00,2.285997241231557382e+02
7.246911400858027097e-01,1.789401716062969827e+00,2.284948547429460746e+02
7.282405221852353838e-01,1.789381279993137452e+00,2.284554016267102838e+02
7.568151336287862740e-01,1.790263360421963545e+00,2.284193835518536844e+02
8.053659996753645967e-01,1.791982828394993454e+00,2.284113627498653329e+02
6.760700126057018755e-01,1.788119825088607007e+00,2.286310537975371915e+02
7.370686655710332325e-01,1.789562133013841594e+00,2.284187975881690988e+02
6.625939682292912858e-01,1.787021402181022456e+00,2.284537572981953701e+02
8.134486494995061268e-01,1.792762831196720974e+00,2.285422627063755385e+02
8.129270938963349957e-01,1.792777266517182611e+00,2.285571506374251669e+02
7.866794304369905122e-01,1.791467666090175603e+00,2.284650670830215802e+02
9.032202674291239797e-01,1.796033915251594726e+00,2.285679300110343206e+02
9.527338490678126659e-01,1.797408809778858974e+00,2.284614351589709997e+02
9.453062465273932569e-01,1.797539326099293788e+00,2.285620952321791037e+02
1.066264959406064694e+00,1.801715523471532521e+00,2.285379106004145626e+02
1.072270509182973397e+00,1.801860051633892068e+00,2.285063527836189792e+02
9.897970651893500671e-01,1.799035087870573424e+00,2.285355213569937405e+02
1.078018305239227148e+00,1.802038404904156010e+00,2.285031551296328587e+02
9.967370737273184567e-01,1.798892561179157079e+00,2.284432188351858883e+02
1.073097244076987922e+00,1.802382948340945257e+00,2.286452996351283389e+02
1.032634302234142654e+00,1.800557788888487831e+00,2.285351361163014019e+02
1.079346837809658233e+00,1.801949953596920118e+00,2.284743036162483065e+02
1.144569815118649414e+00,1.804529472998803952e+00,2.285364528823015746e+02
1.167374273836137011e+00,1.806150579584680393e+00,2.287532024903152887e+02
1.221447713495835474e+00,1.807533356878640474e+00,2.286125116179534871e+02
1.320834496009689829e+00,1.810484696136097638e+00,2.284640503662412243e+02
1.291378605383359135e+00,1.809854822136387931e+00,2.285728345406969311e+02
1.313170383697455312e+00,1.811195193479283150e+00,2.287323534182680476e+02
1.244209088161395860e+00,1.808595122076082751e+00,2.286757069389620654e+02
1.284470016319952945e+00,1.809434255780467238e+00,2.285309111847295753e+02
1.250155190342668421e+00,1.808207758433830525e+00,2.285382478346132302e+02
1.255427137868367238e+00,1.808978855779635797e+00,2.286760617762527374e+02
1.183516162719756348e+00,1.805507947163267790e+00,2.284336510348464060e+02
1.243469567539275955e+00,1.807689965951765787e+00,2.284563653807259413e+02
1.341790308721703129e+00,1.811510641475725159e+00,2.285417389064606937e+02
1.383534335180897967e+00,1.813190899602172834e+00,2.285980953650756078e+02
1.377807093473355060e+00,1.813523826993477694e+00,2.287302104902150290e+02
1.384693623352175385e+00,1.813456712796105874e+00,2.286541256562696276e+02
1.454530782730914407e+00,1.816232439151242550e+00,2.287424800374577956e+02
1.375716400665420780e+00,1.812758269794847665e+00,2.285459528660041713e+02
1.310863825619541956e+00,1.810749023581873285e+00,2.286250831287536869e+02
1.455836904455459990e+00,1.815451441265652166e+00,2.285236340380556328e+02
1.420605310183740144e+00,1.814578965425458934e+00,2.286180949271599729e+02
1.501011871843810797e+00,1.817524901301377449e+00,2.286463794794727846e+02
1.514357768083764766e+00,1.818167571405529204e+00,2.286997413780924830e+02
1.507506231406329222e+00,1.817665784673767826e+00,2.286198092478874457e+02
1.541931843938393998e+00,1.818715049403508255e+00,2.285850347641826659e+02
1.544873814421469316e+00,1.818718954700899282e+00,2.285564507941143688e+02
1.534670754159417783e+00,1.818150602830437723e+00,2.285011223212942468e+02
1.492809839211831635e+00,1.817274998300809852e+00,2.286559915557151328e+02
1.588165607160887172e+00,1.820198725945468388e+00,2.285491697650912215e+02
1.549954175961785197e+00,1.819143081395597328e+00,2.286143131522125600e+02
1.612007272897862498e+00,1.821236938838066699e+00,2.285984753444749913e+02
1.682157764214495588e+00,1.823827310549015701e+00,2.286376864716634145e+02
1.614667203978630949e+00,1.821113259244824700e+00,2.285322145280496500e+02
1.555801973933500726e+00,1.819251192712648679e+00,2.285924225440113560e+02
1.613026343583401134e+00,1.821076371626389578e+00,2.285332132647420167e+02
1.546273987418717022e+00,1.818652545783346230e+00,2.285249519554540996e+02
1.301791330127333612e+00,1.810401428786666767e+00,2.286228557284237297e+02
1.269792687052393232e+00,1.808583330980139792e+00,2.284402688967179813e+02
1.167855031129646948e+00,1.805212166109640970e+00,2.284929991087051349e+02
1.211887153227288128e+00,1.806712053127533801e+00,2.284765760701212116e+02
1.151716389738288715e+00,1.804598230219297550e+00,2.284936054635550136e+02
1.242905142460586587e+00,1.808401843366911788e+00,2.286411798096094401e+02
1.375932720307296853e+00,1.812988825904936263e+00,2.286130343199158403e+02
1.519756608112215135e+00,1.817622406607837915e+00,2.284948491735759148e+02
1.548714327458251327e+00,1.819167076650026305e+00,2.286406799212281555e+02
1.677264663467092687e+00,1.823962625493671386e+00,2.287203196786579440e+02
1.610381785956082057e+00,1.821307799257555704e+00,2.286329643938869651e+02
1.472186402094299407e+00,1.816488582768915894e+00,2.286374459895150437e+02
1.565623840420490964e+00,1.819577208088875020e+00,2.285919578379011909e+02
1.554958406151354833e+00,1.820013568492859557e+00,2.287990292686903899e+02
1.541408076468004484e+00,1.821042951834604517e+00,2.291761552110962157e+02
1.670636844473864402e+00,1.823447051583889200e+00,2.286371482473327319e+02
1.654258828980678331e+00,1.823570988456405750e+00,2.288302974777023167e+02
1.667831186311631075e+00,1.823591472985476303e+00,2.287042441441707581e+02
1.761130309850744924e+00,1.826261787055778019e+00,2.285484782643642347e+02
1.784931488224890561e+00,1.827563312308430499e+00,2.286651636624173420e+02
1.790402270880895319e+00,1.827928331071040358e+00,2.287230359030542957e+02
1.842813021811075647e+00,1.828909431663395813e+00,2.284964579847610935e+02
1.892619389988194234e+00,1.831052855187131012e+00,2.285956679741366600e+02
1.912201392757398644e+00,1.832226306556059559e+00,2.287249547200656252e+02
1.828284846194374147e+00,1.828927225035827275e+00,2.286288279421878542e+02
1.874152979821991138e+00,1.830649841770823683e+00,2.286633801458331163e+02
1.867829155495989601e+00,1.830401693507095473e+00,2.286548110934418503e+02
1.905521526287581091e+00,1.831774504547667881e+00,2.286690611853392170e+02
2.071140937463821441e+00,1.837503639694628488e+00,2.286630378964290742e+02
2.050831455369340972e+00,1.836019795075660488e+00,2.284541749705238658e+02
2.071512765068595829e+00,1.837171177014944368e+00,2.285744226918380946e+02
2.190564484820702429e+00,1.841663274247161475e+00,2.286737323845979404e+02
2.280295746167500415e+00,1.844205939203771072e+00,2.285167521683661391e+02
2.217105225098301435e+00,1.842796922867520060e+00,2.287343166285537279e+02
2.337938708020447454e+00,1.846850401825140153e+00,2.287097435954875095e+02
2.381565062008230260e+00,1.848304424129583179e+00,2.286996160852994819e+02
2.372135731758475696e+00,1.848009245753122975e+00,2.286966425516368986e+02
2.461899745889631230e+00,1.851029580041482214e+00,2.286827436945521583e+02
2.481446847765362840e+00,1.852011638818347850e+00,2.287612400050018948e+02
2.454613195797558323e+00,1.850455802311784081e+00,2.285955509869061757e+02
2.409174012812614230e+00,1.849304969993971870e+00,2.287015842936694696e+02
2.398975239172211005e+00,1.848720403361052256e+00,2.286422663839171605e+02
2.445110346486877972e+00,1.850674043914410261e+00,2.287395561391082026e+02
2.244644270254784857e+00,1.843545274442197179e+00,2.286795303814145655e+02
1.903270040234616323e+00,1.831431880001939572e+00,2.286116855647535431e+02
1.739778780821444437e+00,1.826705503494246097e+00,2.288696854393133719e+02
2.064125863123235316e+00,1.836813086708264819e+00,2.285482791355580048e+02
2.189716583253069171e+00,1.841720228897179901e+00,2.286939635824705590e+02
2.004961301506285487e+00,1.834915758179521239e+00,2.285953993114973741e+02
2.126836747583604748e+00,1.839653468021350102e+00,2.287213393678038642e+02
2.137498511024682024e+00,1.839731310655612129e+00,2.286460382960888182e+02
2.229308463478094637e+00,1.842328068112083939e+00,2.284857251804305065e+02
2.081795175134508735e+00,1.837355351625500122e+00,2.285235630940333067e+02
2.105192081943985549e+00,1.838731559827097239e+00,2.286837565966179397e+02
1.930309504674123433e+00,1.832951417065136868e+00,2.287515903473532148e+02
1.974835331382952530e+00,1.833955141870756034e+00,2.286080216673288987e+02
1.932662547930719121e+00,1.832407154670998128e+00,2.285915083971979982e+02
2.077171596172910473e+00,1.837751356331862596e+00,2.286888109530487156e+02
2.018984433086213670e+00,1.836073249583499711e+00,2.287717793579255954e+02
2.282563236792009675e+00,1.844843046668294129e+00,2.286725338335385800e+02
2.137524718899733500e+00,1.839877768404928338e+00,2.286878899360000048e+02
2.115198381072027622e+00,1.839330623995532488e+00,2.287450181618202976e+02
2.193230619612234200e+00,1.841897878721635129e+00,2.287097999078696660e+02
2.166512214038863515e+00,1.840457252561625623e+00,2.285674915294615630e+02
2.371434963595355327e+00,1.847949362215629332e+00,2.286750923745469777e+02
2.199342475537101826e+00,1.841790164529248264e+00,2.286252666008752499e+02
2.261997221966378646e+00,1.843927038841596477e+00,2.286060975735988450e+02
2.243461983831346984e+00,1.843523454282892216e+00,2.286840669015268190e+02
2.285792880425468354e+00,1.844591984702939058e+00,2.285573732075574185e+02
2.296153963185674218e+00,1.845765426301579692e+00,2.287971072395584144e+02
2.277913701675727598e+00,1.844790581774174543e+00,2.287054025641267572e+02
2.356176661266279115e+00,1.847662747822169438e+00,2.287531324718068220e+02
2.284842175524106622e+00,1.845231018412359036e+00,2.287525192522123803e+02
2.447309231762601733e+00,1.850451676609123908e+00,2.286601044159773721e+02
2.434997905411533381e+00,1.850028439507183320e+00,2.286547453389673308e+02
2.218305075880314448e+00,1.842760056430574833e+00,2.287146227156310090e+02
2.330184730140187455e+00,1.846687940050340426e+00,2.287331911836212441e+02
2.379795445637080675e+00,1.848449747344312888e+00,2.287432413021696789e+02
2.583285711796017736e+00,1.854976054118893325e+00,2.286174133944473681e+02
2.429803426467336269e+00,1.849974403965543246e+00,2.286867419547414215e+02
2.336708451513629825e+00,1.846654931416366940e+00,2.286556084784337486e+02
2.333898162576522051e+00,1.847553458349672661e+00,2.289306683210288895e+02
2.475427304695995367e+00,1.851337281304955340e+00,2.286395001498992769e+02
2.531027774837740552e+00,1.854240741188803776e+00,2.289050384531352620e+02
2.527688222666234275e+00,1.855680295272433167e+00,2.293075041527592646e+02
